#	Country	Cases in the last 7 days	Cases in the preceding 7 days	Weekly case /%/ change	Cases in the last 7 days/1M pop	Deaths in the last 7 days	Deaths in the preceding 7 days	Weekly Death /%/ change	Deaths in the last 7 days/1M pop	Population	Continent
177	Timor-Leste	30	43	-30%	22	0	1	-100%	0	1,361,081	Asia
178	Congo	29	0	+2,900%	5	0	0	0%	0	5,748,617	Africa
179	Mali	27	18	+50%	1	1	3	-67%	0.0	21,240,603	Africa
180	Togo	22	32	-31%	3	0	0	0%	0	8,608,073	Africa
181	Anguilla	21	19	+11%	1,379	0	0	0%	0	15,230	North America
182	Comoros	21	18	+17%	23	0	0	0%	0	901,048	Africa
183	Bahamas	18	34	-47%	45	2	0	+200%	5	399,627	North America
184	Djibouti	18	3	+500%	18	0	0	0%	0	1,012,400	Africa
185	Antigua and Barbuda	15	8	+88%	151	0	0	0%	0	99,306	North America
186	British Virgin Islands	13	6	+117%	425	0	0	0%	0	30,573	North America
187	Liberia	13	0	+1,300%	2	0	0	0%	0	5,259,459	Africa
188	Niger	12	13	-8%	0.5	1	0	+100%	0.0	25,692,948	Africa
189	Yemen	12	10	+20%	0.4	1	3	-67%	0.0	30,941,078	Asia
190	Gambia	10	24	-58%	4	0	0	0%	0	2,531,880	Africa
191	Chad	9	3	+200%	0.5	0	0	0%	0	17,225,679	Africa
192	Cabo Verde	8	16	-50%	14	0	0	0%	0	566,244	Africa
193	Gabon	8	19	-58%	3	0	0	0%	0	2,314,878	Africa
194	Guinea	8	30	-73%	0.6	0	0	0%	0	13,737,322	Africa
195	Montserrat	7	0	+700%	1,401	0	0	0%	0	4,997	North America
196	Samoa	7	8	-13%	35	0	0	0%	0	200,654	Australia/Oceania
197	Turks and Caicos	7	0	+700%	177	0	0	0%	0	39,607	North America
198	Eritrea	6	12	-50%	2	0	0	0%	0	3,629,780	Africa
199	Mauritania	6	16	-63%	1	1	1	0%	0.2	4,857,077	Africa
200	Equatorial Guinea	4	10	-60%	3	0	1	-100%	0	1,481,183	Africa
201	Saint Kitts and Nevis	4	7	-43%	74	0	0	0%	0	53,838	North America
202	Sierra Leone	4	1	+300%	0.5	0	0	0%	0	8,252,385	Africa
203	Falkland Islands	3	5	-40%	821	0	0	0%	0	3,652	South America
204	Sao Tome and Principe	3	0	+300%	13	0	0	0%	0	226,069	Africa
205	Niue	1	0	+100%	608	0	0	0%	0	1,645	Australia/Oceania
206	St. Vincent Grenadines	1	2	-50%	9	0	0	0%	0	111,539	North America
207	Macao	0	1	-100%	0	0	0	0%	0	664,368	Asia
208	Benin	0	8	-100%	0	0	0	0%	0	12,662,109	Africa
209	Cameroon	0	82	-100%	0	0	3	-100%	0	27,667,397	Africa
210	El Salvador	0	0	0%	0	10	18	-44%	2	6,541,804	North America
211	Papua New Guinea	0	231	-100%	0	0	1	-100%	0	9,234,779	Australia/Oceania
212	St. Barth	0	22	-100%	0	0	0	0%	0	9,928	North America
213	Saint Martin	0	35	-100%	0	0	0	0%	0	39,786	North America
214	Somalia	0	49	-100%	0	0	0	0%	0	16,645,675	Africa
